Publication Type,Authors,Author Full Names,Article Title,Source Title,ISSN,eISSN,ISBN,Publication Year,Volume,Issue,Start Page,End Page,Article Number,DOI,Book DOI,UT (Unique WOS ID)
J,"Hahn, MW; Jezberová, J; Koll, U; Saueressig-Beck, T; Schmidt, J","Hahn, Martin W.; Jezberova, Jitka; Koll, Ulrike; Saueressig-Beck, Tanja; Schmidt, Johanna",Complete ecological isolation and cryptic diversity in Polynucleobacter bacteria not resolved by 16S rRNA gene sequences,ISME JOURNAL,1751-7362,1751-7370,,2016,10,7,1642,1655,,10.1038/ismej.2015.237,,WOS:000378292100009
J,"Martin-Creuzburg, D; Merkel, P","Martin-Creuzburg, Dominik; Merkel, Petra",Sterols of freshwater microalgae: potential implications for zooplankton nutrition,JOURNAL OF PLANKTON RESEARCH,0142-7873,1464-3774,,2016,38,4,865,877,,10.1093/plankt/fbw034,,WOS:000381692300008
J,"Kosobokova, KN; Hirche, HJ","Kosobokova, Ksenia Nikolaevna; Hirche, Hans-Juergen",A seasonal comparison of zooplankton communities in the Kara Sea - With special emphasis on overwintering traits,ESTUARINE COASTAL AND SHELF SCIENCE,0272-7714,1096-0015,,2016,175,,146,156,,10.1016/j.ecss.2016.03.030,,WOS:000377311100015
J,"Princiotta, SD; Smith, BT; Sanders, RW","Princiotta, Sarah DeVaul; Smith, Brian T.; Sanders, Robert W.",TEMPERATURE-DEPENDENT PHAGOTROPHY AND PHOTOTROPHY IN A MIXOTROPHIC CHRYSOPHYTE,JOURNAL OF PHYCOLOGY,0022-3646,1529-8817,,2016,52,3,432,440,,10.1111/jpy.12405,,WOS:000383590800010
J,"Simon, M; López-García, P; Deschamps, P; Restoux, G; Bertolino, P; Moreira, D; Jardillier, L","Simon, Marianne; Lopez-Garcia, Purificacion; Deschamps, Philippe; Restoux, Gwendal; Bertolino, Paola; Moreira, David; Jardillier, Ludwig",Resilience of Freshwater Communities of Small Microbial Eukaryotes Undergoing Severe Drought Events,FRONTIERS IN MICROBIOLOGY,,1664-302X,,2016,7,,,,812,10.3389/fmicb.2016.00812,,WOS:000376643000001
J,"Aránguiz-Acuña, A; Serra, M","Aranguiz-Acuna, Adriana; Serra, Manuel",Diapause as escape strategy to exposure to toxicants: response of Brachionus calyciforus to arsenic,ECOTOXICOLOGY,0963-9292,1573-3017,,2016,25,4,708,719,,10.1007/s10646-016-1629-7,,WOS:000373743800009
J,"Cavalcante, KP; Cardoso, LD; Sussella, R; Becker, V","Cavalcante, Kaoli Pereira; Cardoso, Luciana de Souza; Sussella, Rovana; Becker, Vanessa",Towards a comprehension of Ceratium (Dinophyceae) invasion in Brazilian freshwaters: autecology of C. furcoides in subtropical reservoirs,HYDROBIOLOGIA,0018-8158,1573-5117,,2016,771,1,265,280,,10.1007/s10750-015-2638-x,,WOS:000372798500019
J,"Charette, C; Derry, AM","Charette, Cristina; Derry, Alison M.",Climate alters intraspecific variation in copepod effect traits through pond food webs,ECOLOGY,0012-9658,1939-9170,,2016,97,5,1239,1250,,10.1890/15-0794.1,,WOS:000375566800013
J,"Choi, JY; Kim, SK; La, GH; Chang, KH; Kim, DK; Jeong, KY; Park, MS; Joo, GJ; Kim, HW; Jeong, KS","Choi, Jong-Yun; Kim, Seong-Ki; La, Geung-Hwan; Chang, Kwang-Hyeon; Kim, Dong-Kyun; Jeong, Keon-Young; Park, Min S.; Joo, Gea-Jae; Kim, Hyun-Woo; Jeong, Kwang-Seuk",Effects of algal food quality on sexual reproduction of Daphnia magna,ECOLOGY AND EVOLUTION,2045-7758,,,2016,6,9,2817,2832,,10.1002/ece3.2058,,WOS:000376149400016
J,"Searle, CL; Shaw, CL; Hunsberger, KK; Prado, M; Duffy, MA","Searle, Catherine L.; Shaw, Clara L.; Hunsberger, Katherine K.; Prado, Magen; Duffy, Meghan A.","Salinization decreases population densities of the freshwater crustacean, Daphnia dentifera",HYDROBIOLOGIA,0018-8158,1573-5117,,2016,770,1,165,172,,10.1007/s10750-015-2579-4,,WOS:000372555100012
J,"Shi, HB; Chen, GJ; Lu, HB; Wang, JY; Huang, LP; Wang, L; Zhao, SY; Liu, XH","Shi, Haibin; Chen, Guangjie; Lu, Huibin; Wang, Jiaoyuan; Huang, Linpei; Wang, Lei; Zhao, Shuaiying; Liu, Xiaohai",Regional pattern of Bosmina responses to fish introduction and eutrophication in four large lakes from Southwest China,JOURNAL OF PLANKTON RESEARCH,0142-7873,1464-3774,,2016,38,3,443,455,,10.1093/plankt/fbv118,,WOS:000377299000005
J,"Alahuhta, J; Aroviita, J","Alahuhta, Janne; Aroviita, Jukka","Quantifying the relative importance of natural variables, human disturbance and spatial processes in ecological status indicators of boreal lakes",ECOLOGICAL INDICATORS,1470-160X,1872-7034,,2016,63,,240,248,,10.1016/j.ecolind.2015.12.003,,WOS:000370906000025
J,"Ger, KA; Urrutia-Cordero, P; Frost, PC; Hansson, LA; Sarnelle, O; Wilson, AE; Lürling, M","Ger, Kemal Ali; Urrutia-Cordero, Pablo; Frost, Paul C.; Hansson, Lars-Anders; Sarnelle, Orlando; Wilson, Alan E.; Lurling, Miguel",The interaction between cyanobacteria and zooplankton in a more eutrophic world,HARMFUL ALGAE,1568-9883,1878-1470,,2016,54,,128,144,,10.1016/j.hal.2015.12.005,,WOS:000377319600010
J,"Hébert, MP; Beisner, BE; Maranger, R","Hebert, Marie-Pier; Beisner, Beatrix E.; Maranger, Roxane",A meta-analysis of zooplankton functional traits influencing ecosystem function,ECOLOGY,0012-9658,1939-9170,,2016,97,4,1069,1080,,10.1890/15-1084.1,,WOS:000373923100025
J,"Hebert, MP; Beisner, BE; Maranger, R","Hebert, Marie-Pier; Beisner, Beatrix E.; Maranger, Roxane",A compilation of quantitative functional traits for marine and freshwater crustacean zooplankton,ECOLOGY,0012-9658,1939-9170,,2016,97,4,1081,1081,,10.1890/151275.1/suppinfo,,WOS:000630183100001
J,"Warren, JD; Leach, TH; Williamson, CE","Warren, Joseph D.; Leach, Taylor H.; Williamson, Craig E.","Measuring the distribution, abundance, and biovolume of zooplankton in an oligotrophic freshwater lake with a 710 kHz scientific echosounder",LIMNOLOGY AND OCEANOGRAPHY-METHODS,1541-5856,,,2016,14,4,231,244,,10.1002/lom3.10084,,WOS:000374774300001
J,"Colina, M; Calliari, D; Carballo, C; Kruk, C","Colina, Maite; Calliari, Danilo; Carballo, Carmela; Kruk, Carla",A trait-based approach to summarize zooplankton-phytoplankton interactions in freshwaters,HYDROBIOLOGIA,0018-8158,1573-5117,,2016,767,1,221,233,,10.1007/s10750-015-2503-y,,WOS:000369001000018
J,"Radchuk, V; De Laender, F; Van den Brink, PJ; Grimm, V","Radchuk, Viktoriia; De Laender, Frederik; Van den Brink, Paul J.; Grimm, Volker",Biodiversity and ecosystem functioning decoupled: invariant ecosystem functioning despite non-random reductions in consumer diversity,OIKOS,0030-1299,1600-0706,,2016,125,3,424,433,,10.1111/oik.02220,,WOS:000371222300016
J,"Segovia, BT; Domingues, CD; Meira, BR; Lansac-Toha, FM; Fermani, P; Unrein, F; Lobao, LM; Rolando, F; Velho, LFM; Sarmento, H","Segovia, Bianca T.; Domingues, Carolina D.; Meira, Bianca R.; Lansac-Toha, Fernando M.; Fermani, Paulina; Unrein, Fernando; Lobao, Lucia M.; Rolando, Fabio; Velho, Luiz F. M.; Sarmento, Hugo",Coupling Between Heterotrophic Nanoflagellates and Bacteria in Fresh Waters: Does Latitude Make a Difference?,FRONTIERS IN MICROBIOLOGY,1664-302X,,,2016,7,,,,114,10.3389/fmicb.2016.00114,,WOS:000443417500001
J,"Ernandes-Silva, J; Ragonha, FH; Jati, S; Takeda, AM","Ernandes-Silva, J.; Ragonha, F. H.; Jati, S.; Takeda, A. M.","Limnoperna fortunei Dunker, 1857 larvae in different environments of a Neotropical floodplain: relationships of abiotic variables and phytoplankton with different stages of development",BRAZILIAN JOURNAL OF BIOLOGY,1519-6984,1678-4375,,2016,76,1,154,161,,10.1590/1519-6984.15514,,WOS:000371732700019
J,"Kalinoski, RM; DeLong, JP","Kalinoski, Ryan M.; DeLong, John P.",Beyond body mass: how prey traits improve predictions of functional response parameters,OECOLOGIA,0029-8549,1432-1939,,2016,180,2,543,550,,10.1007/s00442-015-3487-z,,WOS:000368829300022
J,"Li, ZK; Dai, GZ; Juneau, P; Qiu, BS","Li, Zheng-Ke; Dai, Guo-Zheng; Juneau, Philippe; Qiu, Bao-Sheng",Capsular polysaccharides facilitate enhanced iron acquisition by the colonial cyanobacterium Microcystis sp isolated from a freshwater lake,JOURNAL OF PHYCOLOGY,0022-3646,1529-8817,,2016,52,1,105,115,,10.1111/jpy.12372,,WOS:000370005000009
J,"Stoler, AB; Relyea, RA","Stoler, Aaron B.; Relyea, Rick A.",Leaf litter species identity alters the structure of pond communities,OIKOS,0030-1299,1600-0706,,2016,125,2,179,191,,10.1111/oik.02480,,WOS:000369952100004
J,"Reartes, SBR; Estrada, V; Bazán, R; Larrosa, N; Cossavella, A; López, A; Busso, F; Diaz, MS","Rodriguez Reartes, S. B.; Estrada, V.; Bazan, R.; Larrosa, N.; Cossavella, A.; Lopez, A.; Busso, F.; Diaz, M. S.",Evaluation of ecological effects of anthropogenic nutrient loading scenarios in Los Molinos reservoir through a mathematical model,ECOLOGICAL MODELLING,0304-3800,1872-7026,,2016,320,,393,406,,10.1016/j.ecolmodel.2015.10.028,,WOS:000368313300035
J,"Olenina, I; Vaiciukynas, E; Sulcius, S; Paskauskas, R; Verikas, A; Gelzinis, A; Bacauskiene, M; Bertasiute, V; Olenin, S","Olenina, Irina; Vaiciukynas, Evaldas; Sulcius, Sigitas; Paskauskas, Ricardas; Verikas, Antanas; Gelzinis, Adas; Bacauskiene, Marija; Bertasiute, Vilma; Olenin, Sergej",The dinoflagellate Prorocentrum cordatum at the edge of the salinity tolerance: The growth is slower but cells are larger,ESTUARINE COASTAL AND SHELF SCIENCE,0272-7714,1096-0015,,2016,168,,71,79,,10.1016/j.ecss.2015.11.013,,WOS:000368208700009
J,"Frenken, T; Velthuis, M; Domis, LND; Stephan, S; Aben, R; Kosten, S; van Donk, E; Van de Waal, DB","Frenken, Thijs; Velthuis, Mandy; Domis, Lisette N. de Senerpont; Stephan, Susanne; Aben, Ralf; Kosten, Sarian; van Donk, Ellen; Van de Waal, Dedmer B.",Warming accelerates termination of a phytoplankton spring bloom by fungal parasites,GLOBAL CHANGE BIOLOGY,1354-1013,1365-2486,,2016,22,1,299,309,,10.1111/gcb.13095,,WOS:000367982900024
J,"Klymiuk, V; Barinova, S","Klymiuk, V; Barinova, S.",Phytoplankton Cell Size in Saline Lakes,RESEARCH JOURNAL OF PHARMACEUTICAL BIOLOGICAL AND CHEMICAL SCIENCES,0975-8585,,,2016,7,1,1077,1085,,,,WOS:000410536300027
J,"Smith, VH","Smith, Val H.",Effects of eutrophication on maximum algal biomass in lake and river ecosystems,INLAND WATERS,2044-2041,2044-205X,,2016,6,2,147,154,,10.5268/IW-6.2.937,,WOS:000376486500005
J,"Thomas, MK; Kremer, CT; Litchman, E","Thomas, Mridul K.; Kremer, Colin T.; Litchman, Elena",Environment and evolutionary history determine the global biogeography of phytoplankton temperature traits,GLOBAL ECOLOGY AND BIOGEOGRAPHY,1466-822X,1466-8238,,2016,25,1,75,86,,10.1111/geb.12387,,WOS:000367728900009
B,"Yasindi, AW; Taylor, WD","Yasindi, Andrew W.; Taylor, William D.",The Protozoa of Soda Lakes in East Africa,SODA LAKES OF EAST AFRICA,,,978-3-319-28622-8; 978-3-319-28620-4,2016,,,179,204,,10.1007/978-3-319-28622-8_7,10.1007/978-3-319-28622-8,WOS:000399606500008
J,"Natesan, U; Muthulakshmi, AL; Deepthi, K; Ferrer, VA; Narasimhan, SV; Venugopalan, VP","Natesan, Usha; Muthulakshmi, A. L.; Deepthi, K.; Ferrer, Vincent A.; Narasimhan, S., V; Venugopalan, V. P.","Impact of Thermal Discharge from a Tropical Coastal Power Plant on Physico-chemical Properties with Special Nutrients of Kalpakkam Coastal Area, Southeastern Coast of India",INDIAN JOURNAL OF GEO-MARINE SCIENCES,0379-5136,0975-1033,,2015,44,11,1750,1761,,,,WOS:000379887500011
J,"Riessen, HP","Riessen, Howard P.",Water temperature alters predation risk and the adaptive landscape of induced defenses in plankton communities,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,1939-5590,,2015,60,6,2037,2047,,10.1002/lno.10150,,WOS:000363888400013
J,"Fryxell, DC; Arnett, HA; Apgar, TM; Kinnison, MT; Palkovacs, EP","Fryxell, David C.; Arnett, Heather A.; Apgar, Travis M.; Kinnison, Michael T.; Palkovacs, Eric P.",Sex ratio variation shapes the ecological effects of a globally introduced freshwater fish,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,1471-2954,,2015,282,1817,,,20151970,10.1098/rspb.2015.1970,,WOS:000363485700016
J,"Doubek, JP; Carey, CC; Cardinale, BJ","Doubek, Jonathan P.; Carey, Cayelan C.; Cardinale, Bradley J.",Anthropogenic land use is associated with N-fixing cyanobacterial dominance in lakes across the continental United States,AQUATIC SCIENCES,1015-1621,1420-9055,,2015,77,4,681,694,,10.1007/s00027-015-0411-x,,WOS:000361396800012
J,"Jewson, DH; Granin, NG; Gnatovsky, RY; Lowry, SF; Teubner, K","Jewson, David H.; Granin, Nick G.; Gnatovsky, Ruslan Yu.; Lowry, Steve F.; Teubner, Katrin",Coexistence of two Cyclotella diatom species in the plankton of Lake Baikal,FRESHWATER BIOLOGY,0046-5070,1365-2427,,2015,60,10,2113,2126,,10.1111/fwb.12636,,WOS:000361037900010
J,"Liu, X; Beyrend, D; Dur, G; Ban, S","Liu, Xin; Beyrend, Delphine; Dur, Gael; Ban, Syuhei",Combined effects of temperature and food concentration on growth and reproduction of Eodiaptomus japonicus (Copepoda: Calanoida) from Lake Biwa (Japan),FRESHWATER BIOLOGY,0046-5070,1365-2427,,2015,60,10,2003,2018,,10.1111/fwb.12626,,WOS:000361037900003
J,"Narwani, A; Alexandrou, MA; Herrin, J; Vouaux, A; Zhou, C; Oakley, TH; Cardinale, BJ","Narwani, Anita; Alexandrou, Markos A.; Herrin, James; Vouaux, Alaina; Zhou, Charles; Oakley, Todd H.; Cardinale, Bradley J.",Common Ancestry Is a Poor Predictor of Competitive Traits in Freshwater Green Algae,PLOS ONE,1932-6203,,,2015,10,9,,,e0137085,10.1371/journal.pone.0137085,,WOS:000360897600020
J,"Harding, LW; Adolf, JE; Mallonee, ME; Miller, WD; Gallegos, CL; Perry, ES; Johnson, JM; Sellner, KG; Paerl, HW","Harding, L. W., Jr.; Adolf, J. E.; Mallonee, M. E.; Miller, W. D.; Gallegos, C. L.; Perry, E. S.; Johnson, J. M.; Sellner, K. G.; Paerl, H. W.",Climate effects on phytoplankton floral composition in Chesapeake Bay,ESTUARINE COASTAL AND SHELF SCIENCE,0272-7714,1096-0015,,2015,162,,53,68,,10.1016/j.ecss.2014.12.030,,WOS:000360774700007
J,"Behl, S; Stibor, H","Behl, Stephan; Stibor, Herwig",Prey diversity and prey identity affect herbivore performance on different time scales in a long term aquatic food-web experiment,OIKOS,0030-1299,1600-0706,,2015,124,9,1192,1202,,10.1111/oik.01463,,WOS:000360823400009
J,"Grimm, C; Lehmann, K; Clemmesen, C; Brendelberger, H","Grimm, Claudia; Lehmann, Kai; Clemmesen, Catriona; Brendelberger, Heinz","RNA/DNA ratio is an early responding, accurate performance parameter in growth experiments of noble crayfish Astacus astacus (L.)",AQUACULTURE RESEARCH,1355-557X,1365-2109,,2015,46,8,1937,1945,,10.1111/are.12348,,WOS:000357820100014
J,"Grujcic, V; Kasalicky, V; Simek, K","Grujcic, Vesna; Kasalicky, Vojtech; Simek, Karel",Prey-Specific Growth Responses of Freshwater Flagellate Communities Induced by Morphologically Distinct Bacteria from the Genus Limnohabitans,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,0099-2240,1098-5336,,2015,81,15,4993,5002,,10.1128/AEM.00396-15,,WOS:000357668600014
J,"Shi, PL; Shen, H; Wang, WJ; Chen, WJ; Xie, P","Shi, Pengling; Shen, Hong; Wang, Wenjing; Chen, Wenjie; Xie, Ping",The relationship between light intensity and nutrient uptake kinetics in six freshwater diatoms,JOURNAL OF ENVIRONMENTAL SCIENCES,1001-0742,1878-7320,,2015,34,,28,36,,10.1016/j.jes.2015.03.003,,WOS:000362980400004
J,"Iacarella, JC; Dick, JTA; Ricciardi, A","Iacarella, Josephine C.; Dick, Jaimie T. A.; Ricciardi, Anthony",A spatio-temporal contrast of the predatory impact of an invasive freshwater crustacean,DIVERSITY AND DISTRIBUTIONS,1366-9516,1472-4642,,2015,21,7,803,812,,10.1111/ddi.12318,,WOS:000357812400007
J,"van Gerven, LPA; de Klein, JJM; Gerla, DJ; Kooi, BW; Kuiper, JJ; Mooij, WM","van Gerven, Luuk P. A.; de Klein, Jeroen J. M.; Gerla, Daan J.; Kooi, Bob W.; Kuiper, Jan J.; Mooij, Wolf M.",Competition for Light and Nutrients in Layered Communities of Aquatic Plants,AMERICAN NATURALIST,0003-0147,1537-5323,,2015,186,1,72,83,,10.1086/681620,,WOS:000356632700009
J,"Bartrons, M; Einarsson, A; Nobre, RLG; Herren, CM; Webert, KC; Brucet, S; Olafsdóttir, SR; Ives, AR","Bartrons, Mireia; Einarsson, Arni; Nobre, Regina L. G.; Herren, Cristina M.; Webert, Kyle C.; Brucet, Sandra; Olafsdottir, Solveig R.; Ives, Anthony R.","Spatial patterns reveal strong abiotic and biotic drivers of zooplankton community composition in Lake Myvatn, Iceland",ECOSPHERE,2150-8925,,,2015,6,6,,,105,10.1890/ES14-00392.1,,WOS:000358433300017
J,"Schmidt-Kloiber, A; Hering, D","Schmidt-Kloiber, Astrid; Hering, Daniel","www.freshwaterecology.info - An online tool that unifies, standardises and codifies more than 20,000 European freshwater organisms and their ecological preferences",ECOLOGICAL INDICATORS,1470-160X,1872-7034,,2015,53,,271,282,,10.1016/j.ecolind.2015.02.007,,WOS:000352661900031
J,"Seifert, LI; Weithoff, G; Gaedke, U; Vos, M","Seifert, Linda I.; Weithoff, Guntram; Gaedke, Ursula; Vos, Matthijs","Warming-induced changes in predation, extinction and invasion in an ectotherm food web",OECOLOGIA,0029-8549,1432-1939,,2015,178,2,485,496,,10.1007/s00442-014-3211-4,,WOS:000354900700016
J,"Roselli, L; Basset, A","Roselli, Leonilde; Basset, Alberto",Decoding Size Distribution Patterns in Marine and Transitional Water Phytoplankton: From Community to Species Level,PLOS ONE,1932-6203,,,2015,10,5,,,e0127193,10.1371/journal.pone.0127193,,WOS:000354545600102
J,"Przytulska, A; Bartosiewicz, M; Rautio, M; Dufresne, F; Vincent, WF","Przytulska, Anna; Bartosiewicz, Maciej; Rautio, Milla; Dufresne, France; Vincent, Warwick F.",Climate Effects on High Latitude Daphnia via Food Quality and Thresholds,PLOS ONE,1932-6203,,,2015,10,5,,,e0126231,10.1371/journal.pone.0126231,,WOS:000354544200100
J,"La, HS; Lee, H; Kang, D; Lee, S; Shin, HC","La, Hyoung Sul; Lee, Hyungbeen; Kang, Donhyug; Lee, SangHoon; Shin, Hyoung Chul",Ex situ echo sounder target strengths of ice krill Euphausia crystallorophias,CHINESE JOURNAL OF OCEANOLOGY AND LIMNOLOGY,0254-4059,1993-5005,,2015,33,3,802,808,,10.1007/s00343-015-4064-3,,WOS:000353891400026
J,"Lara, E; Seppey, CVW; Garraza, GG; Singer, D; Quiroga, MV; Mataloni, G","Lara, Enrique; Seppey, Christophe V. W.; Gonzalez Garraza, Gabriela; Singer, David; Victoria Quiroga, Maria; Mataloni, Gabriela",Planktonic eukaryote molecular diversity: discrimination of minerotrophic and ombrotrophic peatland pools in Tierra del Fuego (Argentina),JOURNAL OF PLANKTON RESEARCH,0142-7873,1464-3774,,2015,37,3,645,655,,10.1093/plankt/fbv016,,WOS:000356039200014
J,"Reimche, GB; Machado, SLO; Oliveira, MA; Zanella, R; Dressler, VL; Flores, EMM; Gonçalves, FF; Donato, FF; Nunes, MAG","Reimche, Geovane B.; Machado, Sergio L. O.; Oliveira, Maria Angelica; Zanella, Renato; Dressler, Valderi Luiz; Flores, Erico M. M.; Goncalves, Fabio F.; Donato, Filipe F.; Nunes, Matheus A. G.","Imazethapyr and imazapic, bispyribac-sodium and penoxsulam: Zooplankton and dissipation in subtropical rice paddy water",SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,1879-1026,,2015,514,,68,76,,10.1016/j.scitotenv.2015.01.055,,WOS:000352039500008
J,"Reyes, CA; Ramos-Jiliberto, R; González-Barrientos, J","Reyes, Claudio A.; Ramos-Jiliberto, Rodrigo; Gonzalez-Barrientos, Javier",Temporal variability of food determines the outcome of pesticide exposure in Daphnia,ECOLOGICAL RESEARCH,0912-3814,1440-1703,,2015,30,3,451,460,,10.1007/s11284-014-1240-4,,WOS:000354817700005
J,"Sin, Y; Jeong, B","Sin, Yongsik; Jeong, Byungkwan",Short-term variations of phytoplankton communities in response to anthropogenic stressors in a highly altered temperate estuary,ESTUARINE COASTAL AND SHELF SCIENCE,0272-7714,1096-0015,,2015,156,,83,91,,10.1016/j.ecss.2014.09.022,,WOS:000354151700009
J,"Berchtold, AE; Colborne, SF; Longstaffe, FJ; Neff, BD","Berchtold, A. E.; Colborne, S. F.; Longstaffe, F. J.; Neff, B. D.",Ecomorphological patterns linking morphology and diet across three populations of pumpkinseed sunfish (Lepomis gibbosus),CANADIAN JOURNAL OF ZOOLOGY,0008-4301,1480-3283,,2015,93,4,289,297,,10.1139/cjz-2014-0236,,WOS:000352216900006
J,"Dalesman, S; Thomas, A; Rundle, SD","Dalesman, Sarah; Thomas, Angharad; Rundle, Simon D.",Local adaptation and embryonic plasticity affect antipredator traits in hatchling pond snails,FRESHWATER BIOLOGY,0046-5070,1365-2427,,2015,60,4,663,672,,10.1111/fwb.12512,,WOS:000351213000005
J,"Chen, BZ","Chen, Bingzhang",Patterns of thermal limits of phytoplankton,JOURNAL OF PLANKTON RESEARCH,0142-7873,1464-3774,,2015,37,2,285,292,,10.1093/plankt/fbv009,,WOS:000352487600002
J,"Jakubowska, N; Szelag-Wasielewska, E","Jakubowska, Natalia; Szelag-Wasielewska, Elzbieta",Toxic Picoplanktonic Cyanobacteria-Review,MARINE DRUGS,,1660-3397,,2015,13,3,1497,1518,,10.3390/md13031497,,WOS:000351930500023
J,"Ramanan, R; Kang, Z; Kim, BH; Cho, DH; Jin, L; Oh, HM; Kim, HS","Ramanan, Rishiram; Kang, Zion; Kim, Byung-Hyuk; Cho, Dae-Hyun; Jin, Long; Oh, Hee-Mock; Kim, Hee-Sik",Phycosphere bacterial diversity in green algae reveals an apparent similarity across habitats,ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS,2211-9264,,,2015,8,,140,144,,10.1016/j.algal.2015.02.003,,WOS:000352274800021
J,"Sin, Y; Jeong, B; Park, C","Sin, Yongsik; Jeong, Byungkwan; Park, Chul",Semidiurnal Dynamics of Phytoplankton Size Structure and Taxonomic Composition in a Macrotidal Temperate Estuary,ESTUARIES AND COASTS,1559-2723,1559-2731,,2015,38,2,546,557,,10.1007/s12237-014-9838-x,,WOS:000348789300011
J,"Schramski, JR; Dell, AI; Grady, JM; Sibly, RM; Brown, JH","Schramski, John R.; Dell, Anthony I.; Grady, John M.; Sibly, Richard M.; Brown, James H.",Metabolic theory predicts whole-ecosystem properties,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0027-8424,,,2015,112,8,2617,2622,,10.1073/pnas.1423502112,,WOS:000349911700076
J,"Kruk, C; Martínez, A; Nogueira, L; Alonso, C; Calliari, D","Kruk, Carla; Martinez, Ana; Nogueira, Lucia; Alonso, Cecilia; Calliari, Danilo","Morphological traits variability reflects light limitation of phytoplankton production in a highly productive subtropical estuary (Rio de la Plata, South America)",MARINE BIOLOGY,0025-3162,1432-1793,,2015,162,2,331,341,,10.1007/s00227-014-2568-6,,WOS:000348564300009
S,"Boltovskoy, D","Boltovskoy, Demetrio",Distribution and Colonization of Limnoperna fortunei: Special Traits of an Odd Mussel,"LIMNOPERNA FORTUNEI: THE ECOLOGY, DISTRIBUTION AND CONTROL OF A SWIFTLY SPREADING INVASIVE FOULING MUSSEL",1874-7809,,978-3-319-13494-9; 978-3-319-13493-2,2015,10,,301,311,,10.1007/978-3-319-13494-9_16,10.1007/978-3-319-13494-9,WOS:000365671700018
J,"Garcia-Chaves, MC; Cottrell, MT; Kirchman, DL; Derry, AM; Bogard, MJ; del Giorgio, PA","Garcia-Chaves, Maria Carolina; Cottrell, Matthew T.; Kirchman, David L.; Derry, Alison M.; Bogard, Matthew J.; del Giorgio, Paul A.",Major contribution of both zooplankton and protists to the top-down regulation of freshwater aerobic anoxygenic phototrophic bacteria,AQUATIC MICROBIAL ECOLOGY,0948-3055,1616-1564,,2015,76,1,71,83,,10.3354/ame01770,,WOS:000362667300006
J,"Havens, KE; Pinto-Coelho, RM; Beklioglu, M; Christoffersen, KS; Jeppesen, E; Lauridsen, TL; Mazumder, A; Méthot, G; Alloul, BP; Tavsanoglu, UN; Erdogan, S; Vijverberg, J","Havens, Karl E.; Pinto-Coelho, Ricardo Motta; Beklioglu, Meryem; Christoffersen, Kirsten S.; Jeppesen, Erik; Lauridsen, Torben L.; Mazumder, Asit; Methot, Ginette; Alloul, Bernadette Pinel; Tavsanoglu, U. Nihan; Erdogan, Seyda; Vijverberg, Jacobus",Temperature effects on body size of freshwater crustacean zooplankton from Greenland to the tropics,HYDROBIOLOGIA,0018-8158,1573-5117,,2015,743,1,27,35,,10.1007/s10750-014-2000-8,,WOS:000345036000003
J,"Kasinak, JME; Holt, BM; Chislock, MF; Wilson, AE","Kasinak, Jo-Marie E.; Holt, Brittany M.; Chislock, Michael F.; Wilson, Alan E.",Benchtop fluorometry of phycocyanin as a rapid approach for estimating cyanobacterial biovolume,JOURNAL OF PLANKTON RESEARCH,0142-7873,1464-3774,,2015,37,1,248,257,,10.1093/plankt/fbu096,,WOS:000350124100023
J,"Masclaux, H; Tortajada, S; Philippine, O; Robin, FX; Dupuy, C","Masclaux, Helene; Tortajada, Sebastien; Philippine, Olivier; Robin, Francois-Xavier; Dupuy, Christine",Planktonic food web structure and dynamic in freshwater marshes after a lock closing in early spring,AQUATIC SCIENCES,1015-1621,1420-9055,,2015,77,1,115,128,,10.1007/s00027-014-0376-1,,WOS:000347149700010
J,"Quintana, XD; Arim, M; Badosa, A; Blanco, JM; Boix, D; Brucet, S; Compte, J; Egozcue, JJ; de Eyto, E; Gaedke, U; Gascón, S; de Sola, LG; Irvine, K; Jeppesen, E; Lauridsen, TL; López-Flores, R; Mehner, T; Romo, S; Sondergaard, M","Quintana, Xavier D.; Arim, Matias; Badosa, Anna; Maria Blanco, Jose; Boix, Dani; Brucet, Sandra; Compte, Jordi; Egozcue, Juan J.; de Eyto, Elvira; Gaedke, Ursula; Gascon, Stephanie; Gil de Sola, Luis; Irvine, Kenneth; Jeppesen, Erik; Lauridsen, Torben L.; Lopez-Flores, Rocio; Mehner, Thomas; Romo, Susana; Sondergaard, Martin",Predation and competition effects on the size diversity of aquatic communities,AQUATIC SCIENCES,1015-1621,1420-9055,,2015,77,1,45,57,,10.1007/s00027-014-0368-1,,WOS:000347149700005
J,"Takasu, H; Ushio, M; LeClair, JE; Nakano, S","Takasu, Hiroyuki; Ushio, Masayuki; LeClair, Jessica E.; Nakano, Shin-ichi","High contribution of Synechococcus to phytoplankton biomass in the aphotic hypolimnion in a deep freshwater lake (Lake Biwa, Japan)",AQUATIC MICROBIAL ECOLOGY,0948-3055,1616-1564,,2015,75,1,69,79,,10.3354/ame01749,,WOS:000354392600006
